2,4878.7954
3,3630.353
4,2883.1638
5,2389.116
6,2044.0037
7,1784.6481
8,1581.9607
9,1420.2583
10,1289.7695
11,1178.4652
12,1085.7454
13,1005.44226
14,936.2007
15,876.03674
16,824.2575
17,778.42035
18,737.53876
19,700.7465
20,666.94696
21,636.22974
22,608.3359
23,582.4805
24,558.88306
25,537.052
26,516.701
27,497.8762
28,480.1486
29,463.7472
30,448.2278
31,433.9443
32,420.49707
33,407.84357
34,396.01126
35,384.88364
36,374.30447
37,364.1786
38,354.58542
39,345.4723
40,336.92084
41,328.69415
42,320.75238
43,313.25385
44,306.06207
45,299.18283
46,292.76544
47,286.59277
48,280.6733
49,275.0116
50,269.52924
51,264.2615
52,259.11145
53,254.07422
54,249.4196
55,244.91084
56,240.52728
57,236.26051
58,232.0997
59,228.11443
60,224.18608
61,220.4434
62,216.8305
63,213.36557
64,210.09624
65,206.88155
66,203.70268
67,200.66463
68,197.70358
69,194.81503
70,192.0879
71,189.44939
72,186.85599
73,184.29391
74,181.81836
75,179.41008
76,177.08221
77,174.76503
78,172.51361
79,170.34766
80,168.2542
81,166.18158
82,164.14526
83,162.21782
84,160.30559
85,158.41966
86,156.5747
87,154.78629
88,153.05096
89,151.3648
90,149.69887
91,148.07422
92,146.45557
93,144.89293
94,143.36273
95,141.85133
96,140.3773
97,138.94757
98,137.53145
99,136.15408
100,134.80788
101,133.51105
102,132.22427
103,130.97223
104,129.72025
105,128.4875
106,127.29662
107,126.119774
108,124.96744
109,123.84398
110,122.7367
111,121.66435
112,120.61505
113,119.57742
114,118.54284
115,117.52861
116,116.533325
117,115.539505
118,114.58693
119,113.63533
120,112.70914
121,111.78413
122,110.86495
123,109.95994
124,109.08367
125,108.224
126,107.37578
127,106.54243
128,105.72316
129,104.9264
130,104.14519
131,103.37245
132,102.621025
133,101.87293
134,101.13457
135,100.40002
136,99.67011
137,98.962715
138,98.28253
139,97.61117
140,96.94487
141,96.28211
142,95.62644
143,94.97723
144,94.341064
145,93.7081
146,93.0802
147,92.46799
148,91.86481
149,91.2624
150,90.66491
151,90.07443
152,89.4891
153,88.90793
154,88.350296
155,87.7935
156,87.25545
157,86.72351
158,86.20206
159,85.683655
160,85.17365
161,84.66879
162,84.16914
163,83.67018
164,83.174904
165,82.69317
166,82.21497
167,81.748505
168,81.28663
169,80.83509
170,80.392166
171,79.95452
172,79.526596
173,79.10484
174,78.68567
175,78.270584
176,77.86023
177,77.45403
178,77.051865
179,76.65033
180,76.26455
181,75.88564
182,75.511246
183,75.140465
184,74.7726
185,74.40488
186,74.03819
187,73.671646
188,73.3092
189,72.95007
190,72.593666
191,72.245384
192,71.89987
193,71.56131
194,71.22851
195,70.898834
196,70.574646
197,70.26045
198,69.94827
199,69.637344
200,69.32898
201,69.02298
202,68.718994
203,68.415565
204,68.11797
205,67.82947
206,67.54305
207,67.25837
208,66.97403
209,66.69046
210,66.410774
211,66.132965
212,65.855995
213,65.58867
214,65.32356
215,65.06561
216,64.81051
217,64.55902
218,64.309265
219,64.06159
220,63.81815
221,63.57499
222,63.34009
223,63.106583
224,62.873352
225,62.64345
226,62.414944
227,62.187057
228,61.961395
229,61.73705
230,61.514233
231,61.294544
232,61.077282
233,60.862865
234,60.6488
235,60.43605
236,60.22379
237,60.014164
238,59.809887
239,59.60686
240,59.406124
241,59.20907
242,59.015068
243,58.823635
244,58.63255
245,58.44334
246,58.25635
247,58.070614
248,57.885017
249,57.701363
250,57.517845
251,57.336273
252,57.156853
253,56.98195
254,56.80864
255,56.63762
256,56.468685
257,56.30072
258,56.133175
259,55.96584
260,55.800793
261,55.636856
262,55.475212
263,55.316624
264,55.1588
265,55.00215
266,54.846203
267,54.70018
268,54.557285
269,54.41522
270,54.273365
271,54.134983
272,53.99778
273,53.862034
274,53.72886
275,53.59853
276,53.470352
277,53.34259
278,53.217888
279,53.095127
280,52.98514
281,52.87703
282,52.782185
